,DateTime_minute
932,2022-03-18 15:30:00
933,2022-03-18 15:31:00
934,2022-03-18 15:32:00
935,2022-03-18 15:33:00
936,2022-03-18 15:34:00
937,2022-03-18 15:35:00
938,2022-03-18 15:36:00
939,2022-03-18 15:37:00
940,2022-03-18 15:38:00
941,2022-03-18 15:39:00
942,2022-03-18 15:40:00
943,2022-03-18 15:41:00
944,2022-03-18 15:42:00
945,2022-03-18 15:43:00
946,2022-03-18 15:44:00
947,2022-03-18 15:45:00
948,2022-03-18 15:46:00
949,2022-03-18 15:47:00
950,2022-03-18 15:48:00
951,2022-03-18 15:49:00
952,2022-03-18 15:50:00
953,2022-03-18 15:51:00
954,2022-03-18 15:52:00
955,2022-03-18 15:53:00
956,2022-03-18 15:54:00
957,2022-03-18 15:55:00
958,2022-03-18 15:56:00
959,2022-03-18 15:57:00
960,2022-03-18 15:58:00
961,2022-03-18 15:59:00
962,2022-03-18 16:00:00
963,2022-03-18 16:01:00
964,2022-03-18 16:02:00
965,2022-03-18 16:03:00
966,2022-03-18 16:04:00
967,2022-03-18 16:05:00
968,2022-03-18 16:06:00
969,2022-03-18 16:07:00
970,2022-03-18 16:08:00
971,2022-03-18 16:09:00
972,2022-03-18 16:10:00
973,2022-03-18 16:11:00
974,2022-03-18 16:12:00
975,2022-03-18 16:13:00
976,2022-03-18 16:14:00
977,2022-03-18 16:15:00
978,2022-03-18 16:16:00
979,2022-03-18 16:17:00
980,2022-03-18 16:18:00
981,2022-03-18 16:19:00
982,2022-03-18 16:20:00
983,2022-03-18 16:21:00
984,2022-03-18 16:22:00
985,2022-03-18 16:23:00
986,2022-03-18 16:24:00
987,2022-03-18 16:25:00
988,2022-03-18 16:26:00
989,2022-03-18 16:27:00
990,2022-03-18 16:28:00
991,2022-03-18 16:29:00
992,2022-03-18 16:30:00
993,2022-03-18 16:31:00
994,2022-03-18 16:32:00
995,2022-03-18 16:33:00
996,2022-03-18 16:34:00
997,2022-03-18 16:35:00
998,2022-03-18 16:36:00
999,2022-03-18 16:37:00
1000,2022-03-18 16:38:00
1001,2022-03-18 16:39:00
1002,2022-03-18 16:40:00
1003,2022-03-18 16:41:00
1004,2022-03-18 16:42:00
1005,2022-03-18 16:43:00
1006,2022-03-18 16:44:00
1007,2022-03-18 16:45:00
1008,2022-03-18 16:46:00
1009,2022-03-18 16:47:00
1010,2022-03-18 16:48:00
1011,2022-03-18 16:49:00
1012,2022-03-18 16:50:00
1013,2022-03-18 16:51:00
1014,2022-03-18 16:52:00
1015,2022-03-18 16:53:00
1016,2022-03-18 16:54:00
1017,2022-03-18 16:55:00
1018,2022-03-18 16:56:00
1019,2022-03-18 16:57:00
1020,2022-03-18 16:58:00
1021,2022-03-18 16:59:00
1022,2022-03-18 17:00:00
1023,2022-03-18 17:01:00
1024,2022-03-18 17:02:00
1025,2022-03-18 17:03:00
1026,2022-03-18 17:04:00
1027,2022-03-18 17:05:00
1028,2022-03-18 17:06:00
1029,2022-03-18 17:07:00
1030,2022-03-18 17:08:00
1031,2022-03-18 17:09:00
1032,2022-03-18 17:10:00
1033,2022-03-18 17:11:00
1034,2022-03-18 17:12:00
1035,2022-03-18 17:13:00
1036,2022-03-18 17:14:00
1037,2022-03-18 17:15:00
1038,2022-03-18 17:16:00
1039,2022-03-18 17:17:00
1040,2022-03-18 17:18:00
1041,2022-03-18 17:19:00
1042,2022-03-18 17:20:00
1043,2022-03-18 17:21:00
1044,2022-03-18 17:22:00
1045,2022-03-18 17:23:00
1046,2022-03-18 17:24:00
1047,2022-03-18 17:25:00
1048,2022-03-18 17:26:00
1049,2022-03-18 17:27:00
1050,2022-03-18 17:28:00
1051,2022-03-18 17:29:00
1052,2022-03-18 17:30:00
1053,2022-03-18 17:31:00
1054,2022-03-18 17:32:00
1055,2022-03-18 17:33:00
1056,2022-03-18 17:34:00
1057,2022-03-18 17:35:00
1058,2022-03-18 17:36:00
1059,2022-03-18 17:37:00
1060,2022-03-18 17:38:00
1061,2022-03-18 17:39:00
1062,2022-03-18 17:40:00
1063,2022-03-18 17:41:00
1064,2022-03-18 17:42:00
1065,2022-03-18 17:43:00
1066,2022-03-18 17:44:00
1067,2022-03-18 17:45:00
1068,2022-03-18 17:46:00
1069,2022-03-18 17:47:00
1070,2022-03-18 17:48:00
1071,2022-03-18 17:49:00
1072,2022-03-18 17:50:00
1073,2022-03-18 17:51:00
1074,2022-03-18 17:52:00
1075,2022-03-18 17:53:00
1076,2022-03-18 17:54:00
1077,2022-03-18 17:55:00
1078,2022-03-18 17:56:00
1079,2022-03-18 17:57:00
1080,2022-03-18 17:58:00
1081,2022-03-18 17:59:00
1082,2022-03-18 18:00:00
1083,2022-03-18 18:01:00
1084,2022-03-18 18:02:00
1085,2022-03-18 18:03:00
1086,2022-03-18 18:04:00
1087,2022-03-18 18:05:00
1088,2022-03-18 18:06:00
1089,2022-03-18 18:07:00
1090,2022-03-18 18:08:00
1091,2022-03-18 18:09:00
1092,2022-03-18 18:10:00
1093,2022-03-18 18:11:00
1094,2022-03-18 18:12:00
1095,2022-03-18 18:13:00
1096,2022-03-18 18:14:00
1097,2022-03-18 18:15:00
1098,2022-03-18 18:16:00
1099,2022-03-18 18:17:00
1100,2022-03-18 18:18:00
1101,2022-03-18 18:19:00
1102,2022-03-18 18:20:00
1103,2022-03-18 18:21:00
1104,2022-03-18 18:22:00
1105,2022-03-18 18:23:00
1106,2022-03-18 18:24:00
1107,2022-03-18 18:25:00
1108,2022-03-18 18:26:00
1109,2022-03-18 18:27:00
1110,2022-03-18 18:28:00
1111,2022-03-18 18:29:00
1112,2022-03-18 18:30:00
1113,2022-03-18 18:31:00
1114,2022-03-18 18:32:00
1115,2022-03-18 18:33:00
1116,2022-03-18 18:34:00
1117,2022-03-18 18:35:00
1118,2022-03-18 18:36:00
1119,2022-03-18 18:37:00
1120,2022-03-18 18:38:00
1121,2022-03-18 18:39:00
1122,2022-03-18 18:40:00
1123,2022-03-18 18:41:00
1124,2022-03-18 18:42:00
1125,2022-03-18 18:43:00
1126,2022-03-18 18:44:00
1127,2022-03-18 18:45:00
1128,2022-03-18 18:46:00
1129,2022-03-18 18:47:00
1130,2022-03-18 18:48:00
1131,2022-03-18 18:49:00
1132,2022-03-18 18:50:00
1133,2022-03-18 18:51:00
1134,2022-03-18 18:52:00
1135,2022-03-18 18:53:00
1136,2022-03-18 18:54:00
1137,2022-03-18 18:55:00
1138,2022-03-18 18:56:00
1139,2022-03-18 18:57:00
1140,2022-03-18 18:58:00
1141,2022-03-18 18:59:00
1142,2022-03-18 19:00:00
1143,2022-03-18 19:01:00
1144,2022-03-18 19:02:00
1145,2022-03-18 19:03:00
1146,2022-03-18 19:04:00
1147,2022-03-18 19:05:00
1148,2022-03-18 19:06:00
1149,2022-03-18 19:07:00
1150,2022-03-18 19:08:00
1151,2022-03-18 19:09:00
1152,2022-03-18 19:10:00
1153,2022-03-18 19:11:00
1154,2022-03-18 19:12:00
1155,2022-03-18 19:13:00
1156,2022-03-18 19:14:00
1157,2022-03-18 19:15:00
1158,2022-03-18 19:16:00
1159,2022-03-18 19:17:00
1160,2022-03-18 19:18:00
1161,2022-03-18 19:19:00
1162,2022-03-18 19:20:00
1163,2022-03-18 19:21:00
1164,2022-03-18 19:22:00
1165,2022-03-18 19:23:00
1166,2022-03-18 19:24:00
1167,2022-03-18 19:25:00
1168,2022-03-18 19:26:00
1169,2022-03-18 19:27:00
1170,2022-03-18 19:28:00
1171,2022-03-18 19:29:00
1172,2022-03-18 19:30:00
1173,2022-03-18 19:31:00
1174,2022-03-18 19:32:00
1175,2022-03-18 19:33:00
1176,2022-03-18 19:34:00
1177,2022-03-18 19:35:00
1178,2022-03-18 19:36:00
1179,2022-03-18 19:37:00
1180,2022-03-18 19:38:00
1181,2022-03-18 19:39:00
1182,2022-03-18 19:40:00
1183,2022-03-18 19:41:00
1184,2022-03-18 19:42:00
1185,2022-03-18 19:43:00
1186,2022-03-18 19:44:00
1187,2022-03-18 19:45:00
1188,2022-03-18 19:46:00
1189,2022-03-18 19:47:00
1190,2022-03-18 19:48:00
1191,2022-03-18 19:49:00
1192,2022-03-18 19:50:00
1193,2022-03-18 19:51:00
1194,2022-03-18 19:52:00
1195,2022-03-18 19:53:00
1196,2022-03-18 19:54:00
1197,2022-03-18 19:55:00
1198,2022-03-18 19:56:00
1199,2022-03-18 19:57:00
1200,2022-03-18 19:58:00
1201,2022-03-18 19:59:00
1202,2022-03-18 20:00:00
1203,2022-03-18 20:01:00
1204,2022-03-18 20:02:00
1205,2022-03-18 20:03:00
1206,2022-03-18 20:04:00
1207,2022-03-18 20:05:00
1208,2022-03-18 20:06:00
1209,2022-03-18 20:07:00
1210,2022-03-18 20:08:00
1211,2022-03-18 20:09:00
1212,2022-03-18 20:10:00
1213,2022-03-18 20:11:00
1214,2022-03-18 20:12:00
1215,2022-03-18 20:13:00
1216,2022-03-18 20:14:00
1217,2022-03-18 20:15:00
1218,2022-03-18 20:16:00
1219,2022-03-18 20:17:00
1220,2022-03-18 20:18:00
1221,2022-03-18 20:19:00
1222,2022-03-18 20:20:00
1223,2022-03-18 20:21:00
1224,2022-03-18 20:22:00
1225,2022-03-18 20:23:00
1226,2022-03-18 20:24:00
1227,2022-03-18 20:25:00
1228,2022-03-18 20:26:00
1229,2022-03-18 20:27:00
1230,2022-03-18 20:28:00
1231,2022-03-18 20:29:00
1232,2022-03-18 20:30:00
1233,2022-03-18 20:31:00
1234,2022-03-18 20:32:00
1235,2022-03-18 20:33:00
1236,2022-03-18 20:34:00
1237,2022-03-18 20:35:00
1238,2022-03-18 20:36:00
1239,2022-03-18 20:37:00
1240,2022-03-18 20:38:00
1241,2022-03-18 20:39:00
1242,2022-03-18 20:40:00
1243,2022-03-18 20:41:00
1244,2022-03-18 20:42:00
1245,2022-03-18 20:43:00
1246,2022-03-18 20:44:00
1247,2022-03-18 20:45:00
1248,2022-03-18 20:46:00
1249,2022-03-18 20:47:00
1250,2022-03-18 20:48:00
1251,2022-03-18 20:49:00
1252,2022-03-18 20:50:00
1253,2022-03-18 20:51:00
1254,2022-03-18 20:52:00
1255,2022-03-18 20:53:00
1256,2022-03-18 20:54:00
1257,2022-03-18 20:55:00
1258,2022-03-18 20:56:00
1259,2022-03-18 20:57:00
1260,2022-03-18 20:58:00
1261,2022-03-18 20:59:00
1262,2022-03-18 21:00:00
1263,2022-03-18 21:01:00
1264,2022-03-18 21:02:00
1265,2022-03-18 21:03:00
1266,2022-03-18 21:04:00
1267,2022-03-18 21:05:00
1268,2022-03-18 21:06:00
1269,2022-03-18 21:07:00
1270,2022-03-18 21:08:00
1271,2022-03-18 21:09:00
1272,2022-03-18 21:10:00
1273,2022-03-18 21:11:00
1274,2022-03-18 21:12:00
1275,2022-03-18 21:13:00
1276,2022-03-18 21:14:00
1277,2022-03-18 21:15:00
1278,2022-03-18 21:16:00
1279,2022-03-18 21:17:00
1280,2022-03-18 21:18:00
1281,2022-03-18 21:19:00
1282,2022-03-18 21:20:00
1283,2022-03-18 21:21:00
1284,2022-03-18 21:22:00
1285,2022-03-18 21:23:00
1286,2022-03-18 21:24:00
1287,2022-03-18 21:25:00
1288,2022-03-18 21:26:00
1289,2022-03-18 21:27:00
1290,2022-03-18 21:28:00
1291,2022-03-18 21:29:00
1292,2022-03-18 21:30:00
1293,2022-03-18 21:31:00
1294,2022-03-18 21:32:00
1295,2022-03-18 21:33:00
1296,2022-03-18 21:34:00
1297,2022-03-18 21:35:00
1298,2022-03-18 21:36:00
1299,2022-03-18 21:37:00
1300,2022-03-18 21:38:00
1301,2022-03-18 21:39:00
1302,2022-03-18 21:40:00
1303,2022-03-18 21:41:00
1304,2022-03-18 21:42:00
1305,2022-03-18 21:43:00
1306,2022-03-18 21:44:00
1307,2022-03-18 21:45:00
1308,2022-03-18 21:46:00
1309,2022-03-18 21:47:00
1310,2022-03-18 21:48:00
1311,2022-03-18 21:49:00
1312,2022-03-18 21:50:00
1313,2022-03-18 21:51:00
1314,2022-03-18 21:52:00
1315,2022-03-18 21:53:00
1316,2022-03-18 21:54:00
1317,2022-03-18 21:55:00
1318,2022-03-18 21:56:00
1319,2022-03-18 21:57:00
1320,2022-03-18 21:58:00
1321,2022-03-18 21:59:00
1322,2022-03-18 22:00:00
1323,2022-03-18 22:01:00
1324,2022-03-18 22:02:00
1325,2022-03-18 22:03:00
1326,2022-03-18 22:04:00
1327,2022-03-18 22:05:00
1328,2022-03-18 22:06:00
1329,2022-03-18 22:07:00
1330,2022-03-18 22:08:00
1331,2022-03-18 22:09:00
1332,2022-03-18 22:10:00
1333,2022-03-18 22:11:00
1334,2022-03-18 22:12:00
1335,2022-03-18 22:13:00
1336,2022-03-18 22:14:00
1337,2022-03-18 22:15:00
1338,2022-03-18 22:16:00
1339,2022-03-18 22:17:00
1340,2022-03-18 22:18:00
1341,2022-03-18 22:19:00
1342,2022-03-18 22:20:00
1343,2022-03-18 22:21:00
1344,2022-03-18 22:22:00
1345,2022-03-18 22:23:00
1346,2022-03-18 22:24:00
1347,2022-03-18 22:25:00
1348,2022-03-18 22:26:00
1349,2022-03-18 22:27:00
1350,2022-03-18 22:28:00
1351,2022-03-18 22:29:00
1352,2022-03-18 22:30:00
1353,2022-03-18 22:31:00
1354,2022-03-18 22:32:00
1355,2022-03-18 22:33:00
1356,2022-03-18 22:34:00
1357,2022-03-18 22:35:00
1358,2022-03-18 22:36:00
1359,2022-03-18 22:37:00
1360,2022-03-18 22:38:00
1361,2022-03-18 22:39:00
1362,2022-03-18 22:40:00
1363,2022-03-18 22:41:00
1364,2022-03-18 22:42:00
1365,2022-03-18 22:43:00
1366,2022-03-18 22:44:00
1367,2022-03-18 22:45:00
1368,2022-03-18 22:46:00
1369,2022-03-18 22:47:00
1370,2022-03-18 22:48:00
1371,2022-03-18 22:49:00
1372,2022-03-18 22:50:00
1373,2022-03-18 22:51:00
1374,2022-03-18 22:52:00
1375,2022-03-18 22:53:00
1376,2022-03-18 22:54:00
1377,2022-03-18 22:55:00
1378,2022-03-18 22:56:00
1379,2022-03-18 22:57:00
1380,2022-03-18 22:58:00
1381,2022-03-18 22:59:00
1382,2022-03-18 23:00:00
1383,2022-03-18 23:01:00
1384,2022-03-18 23:02:00
1385,2022-03-18 23:03:00
1386,2022-03-18 23:04:00
1387,2022-03-18 23:05:00
1388,2022-03-18 23:06:00
1389,2022-03-18 23:07:00
1390,2022-03-18 23:08:00
1391,2022-03-18 23:09:00
1392,2022-03-18 23:10:00
1393,2022-03-18 23:11:00
1394,2022-03-18 23:12:00
1395,2022-03-18 23:13:00
1396,2022-03-18 23:14:00
1397,2022-03-18 23:15:00
1398,2022-03-18 23:16:00
1399,2022-03-18 23:17:00
1400,2022-03-18 23:18:00
1401,2022-03-18 23:19:00
1402,2022-03-18 23:20:00
1403,2022-03-18 23:21:00
1404,2022-03-18 23:22:00
1405,2022-03-18 23:23:00
1406,2022-03-18 23:24:00
1407,2022-03-18 23:25:00
1408,2022-03-18 23:26:00
1409,2022-03-18 23:27:00
1410,2022-03-18 23:28:00
1411,2022-03-18 23:29:00
1412,2022-03-18 23:30:00
1413,2022-03-18 23:31:00
1414,2022-03-18 23:32:00
1415,2022-03-18 23:33:00
1416,2022-03-18 23:34:00
1417,2022-03-18 23:35:00
1418,2022-03-18 23:36:00
1419,2022-03-18 23:37:00
1420,2022-03-18 23:38:00
1421,2022-03-18 23:39:00
1422,2022-03-18 23:40:00
1423,2022-03-18 23:41:00
1424,2022-03-18 23:42:00
1425,2022-03-18 23:43:00
1426,2022-03-18 23:44:00
1427,2022-03-18 23:45:00
1428,2022-03-18 23:46:00
1429,2022-03-18 23:47:00
1430,2022-03-18 23:48:00
1431,2022-03-18 23:49:00
1432,2022-03-18 23:50:00
1433,2022-03-18 23:51:00
1434,2022-03-18 23:52:00
1435,2022-03-18 23:53:00
1436,2022-03-18 23:54:00
1437,2022-03-18 23:55:00
1438,2022-03-18 23:56:00
1439,2022-03-18 23:57:00
1440,2022-03-18 23:58:00
1441,2022-03-18 23:59:00
1442,2022-09-12 10:17:00
1443,2022-11-08 14:20:00
